ano,sentenca,cluster
1812,assim dizia o senhor bento puxando brutalmente a moça pelo braço ate a porta da rua apesar destas palavras dela pelo amor de deus ouçame por um instante o enfurecido ciumento levandoa quase de rastos ate a porta da rua ai empurroua com força,2
1812,dizme a preta que no meu quarto esta um preto detras da porta,2
1812,em uma hora convencionada e a um sinal do patife domingas chamou seu senhor a parte e soproulhe no ouvido que no quarto da senhora estava um preto detras da porta,2
1812,isto dizia para o outro meirinho que se escoava por detras dos tres e como assim tivesse falado quis arrancar a espada ao senhor chico ignacio que procurando a porta rosnava quem as armou que as desarme,0
1812,al fredo logo que entrou teve o cuidado de fechar a porta por dentro e tirar a chave,3
1812,o carcereiro abriu a porta os dois entraram e com eles o pajem que os acompanhara,3
1812,findo isto guardei o dinheiro quando me ia outra vez assentar no mesmo lugar da cama em que estivera assentado ouvi um rumorzinho naquela porta e nao sem grande admiraçao minha e susto vi abrirse na mesma porta aquele pos tigo e aparecer nele a cabeça do sr,2
1812,estevao estava ali em pe o mancebo apontou para um dos angulos da sala que ficava mais distante da mesa e da porta aonde havia o postigo por onde entrara o sr,2
1812,dito isto cerrou a porta e ficou com o criminoso,3
1812,todos os que isto ouviram correram para o lo gar d aonde os echos eram partidos e de um em um foram obrigados a entrar para a sala aonde dormi ra o mancebo por uma especie de postiço aberto em uma porta que comunicava esta sala com o quarto de dormir do dono da estalagem,3
1812,apenas o mancebo parou a porta da estalagem um caixeiro veio tomar o seu cavalo,2
1812,entao seismando o que quer que fosse agitou a sua campainha e appa recendo um escravo lhe disse que dissesse a senhora que ai es tava que viesse a sala e ele foi esperala a porta que para a sala dava entrada,2
1812,alfredo dirigindose para uma porta fechada que havia na sala em frente do xadrez disse esta porta da para seu quarto ou sala nao e assim,0
1812,neste momento bateram a porta,3
1812,feito isto para nao deixar aberta a casa de minha bemfeitora fe chei por dentro a porta de meu quarto e sahi por uma janel la dele,2
1812,se na minha sa la estiver alguem mandame chamar em particular a porta da rua,2
1812,fora da prisao achou o pajem esperandoa e este silenciosamente a guiou ate a porta da casa de seu pai,3
1812,iras comigo a uma casa ai entraras por uma janela e depois de estares em uma alcova te meteras debaixo de uma cama ou atras de uma porta,2
1812,pouco depois das onze horas apesar da tormenta rompendo seu manto de trevas de agua de fogo e de horrores vencendo seus obstaculos um cavaleiro com a mesma discriçao de outra noite bateu a porta a feiticeira ergueuse e saindo do quarto encaminhouse para a sala ai parou e com os braços cruzados olhou para o teto da casa,3
1812,laura sorriuse e tranquila foi abrir a porta ao cavaleiro que com tanto afa em noite tao tormentosa com tanto empenho a buscava,2
1812,o cavaleiro apeouse e ao cruzar o limiar da porta disselhe a bruxa pensei que nao viesse senhor estevao por que,2
1812,mas tia laura saia da porta que quero entrar nao e possivel senhor estevao nao podes por ora,2
1812,quem quer que era apeouse a porta e bateu discretamente,2
1812,a furia pois outro nome mal pode assentar em um tao feio demonio a furia abriu a porta,0
1812,a esse tempo ja o senhor estevao tinha aberto a porta e procurava fugir ao vencer o portal um impetuoso relampago deslizase por entre as arvores e arroja um resto de sua luz sulfurea a sala da cabana fazendo negrejar mais o altar e barquejar os ossos,0
1812,entrado ficou junto a porta com uma mao sobre a chave e a outra sustentando o chapeu o guardachuva e um chicotinho de cavalo e numa postura equivoca e com ares de desconfiado,2
1812,o senhor estevao tornoulhe a caprichosa moça e preciso que se desengane quando eu nao tiver pao onde estou prefiro recebelo do homem mais ordinario do mundo de um negro ate a pedilo de porta em porta do que recebelo de sua mao,2
1815,character beneficiado ainda que eu peça ao alferes que te ponha uma guarda a porta nao te has de recolher hoje com as galinhas,0
1815,fecha a porta,2
1815,abre a porta do fundo deita a cabeça e volta,2
1815,como nao ha so uma porta chama honorata,0
1815,fecha a porta,2
1815,character maranhoa da porta ó comadre,0
1815,character honorata saindo da porta lateral e indo a do fundo,0
1815,portas ao fundo janela lateral esquerda e porta fronteira,0
1815,vaise character honorata abre a porta,2
1815,cena vii chico e mariazinha character mariazinha espreitando a porta à parte galopa,0
1815,character honorata vai abrir a porta,0
1815,esta sempre em oposiçao ao marques ouvese fechar uma porta,0
1815,como vai o marques nao fosse ele meu parente que ja me nao cruzava a porta,2
1815,fecha a porta,2
1815,dom braz vai enfurecido abrir a porta parece que estao batendo ao portao de quinta,0
1815,character povo se nao quer que vejam feche a porta,0
1815,character casaca ao povo desempachar a porta,0
1815,alto com licença cena xiii os precedentes beneficiado lobo pachora e alferes abrem a porta e entram rapidamente depois de baterem com força a campainha character beneficiado aleluia,0
1815,ja o meirinho se apeava da carruagem a porta do senado e ainda o senhor marques se nao tinha embarcado no coche em que veio la da calçada da ajuda,2
1815,aponta a porta por onde nao sairam as duas,0
1815,character pelle entra pela porta oposta aquela por onde saira o marques character sargento ninguem sai ate segunda ordem,0
1815,pelle e logo sargento e soldados os soldados tomam a porta,0
1815,tudo se levanta e acompanha a porta,2
1815,levantase cena viii os precedentes e maranhoa character maranhoa à porta esta um ceu aberto,0
1815,retirase e vai abrir a porta character chico aparece no alto da rampa procura com a vista,2
1815,retirase pela direita alta cena iii os precedentes e o alferes o alferes entra pela porta esquerda alta finge vir debaixo da rampa,2
1815,bate a porta de brites,0
1815,character brites ah vem abrir a porta,0
1815,character maranhoa bate a porta character brites à janela quem e,0
1815,levantase um pouco o reposteiro da porta proxima e o marques escuta tenho como mais perigosa a memoria do que expulsar essa santa gente da companhia que possuindo forças para esmagar cem marqueses se resignaram a sofrer tantos males cuidando assim afastar com o seu doloroso sacrificio algum raio da ira celeste proximo a cair sobre esta infeliz terra,2
1815,temse chegado insensivelmente para a porta lateral como para conversarem mais a sos cena vi os precedentes e o marquês a pequena porta lateral esquerda temse aberto durante a fala de dom braz,0
1815,à direita casa sendo o º andar com janela de adufa e porta praticaveis que figura fazer esquina para o largo da fundiçao e rua do jardim do tabaco,0
1825,character joao lopes vou ver se o avisto mas menina do meu coraçao olhe que seu pai anda a espreita e traz espias nos temos grande desgraça pela porta character morgadinha energicamente nao morro de medo ja te disse,0
1825,pouco depois abrese a porta e sai pantaleão com dois criados de lavoura um dos quais distribui canecas de vinho que despeja de um pichel vermelho pelos tamborileiros que se descobrem,3
1825,cena ii pantaleão dois criados e os tamborileiros entram ao terreiro e param tocando em frente da porta tres tamborileiros um de bombo e os outros com caixas de rufo,0
1825,character pantaleao e para vir aqui pos por condiçao que a mulher so viria a noitinha acompanhada pelo marido que a deixa a porta e vem por ela duas horas depois,0
1826,date sao miguel de seide novembro de title primeira parte o pequeno pegureiro contou as cabras a porta do curral e dando pela falta de uma desatou a chorar com a maior boca e bulha que podia fazer,0
1826,joao da lage o amo assomou a porta da corte e bradou perdeste alguma res,0
1826,aberta a porta entraram os tres sujeitos,3
1826,sao dez mil cruzados repetiu francisco bragadas que ja estava encostado a ombreira da porta,0
1826,festas de capelas votos de missas pedidas resplendores para uns santos capas para outros esmolas para entrevados de longe esmolas para aleijados que iam a caldas e ao mar esmolas para rapazinhos que iam para o brasil para cabaneiros a quem o incendio devorou a choça com verdade ou impostura ninguem ia da sua porta com as maos vazias,0
1826,nao a encontrou no quarto correu a porta da sala de espera que ela nesse momento abrira,2
1826,alta noite ouviu ringir a porta do quarto de joaquina,3
1826,à porta do moinho apareceu a moleira a perguntarlhe se queria passar para alem,2
1826,a mulher de bernardo sentada a porta da cozinha embalava uma filha com o pe enquanto amamentava a mais nova,0
1826,pobre de todo nao direi porque a suprema riqueza e a graça de deus mas necessitada de recursos para continuar a sua santa dedicaçao aos infelizes com certeza esta porque eu sei que ela deve mais de tres mil cruzados a varias confrarias e na porta da minha igreja esta um aviso anunciando que quem quiser comprar a quinta de santa eulalia fale com a dona da mesma,0
1826,estendeu o braço e apontoulhe a porta rugindo espere as minhas ordens no seu quarto,2
1826,maria da lage saiulhe da porta da cozinha com a boca aberta e cheia de interrogaçoes entao,2
1826,entretanto joao da lage entrando a cozinha para jantar e nao vendo ninguem foi bater a porta da filha,0
1826,nao abra a porta do quarto em que a tolhida estiver comigo percebe agora,2
1829,o anciao fumava a porta sentado na esteira de carnauba meditando os sagrados ritos de tupan,2
1829,depois que plantou ortiga em frente a porta para defender contra os animais a oca abandonada poty despediuse triste daqueles lugares e tornou com seus companheiros a borda do mar,3
1829,o reptil que acabava de deixar a moça lançouse enraivecido sobre ele so viveu algumas horas depois de sua mulher e quando os vizinhos deram com ambos na porta da choupana ainda pode ele contarlhes este funesto caso,2
1829,amarrou pois o reptil com um cipo e arrastandoo trouxeo ate a casa ja de noite deitouo junto a porta entrou abraçou como era de costume sua esposa etecetra era ja a manha seguinte e querendo o moço por em pratica o seu extravagante desejo chamou pela mulher dizendolhe ter uma grande sede e lhe pedindo para trazer um coco de agua que estava da parte de fora na varanda refrescando,2
1829,um acontecimento bem triste nos acaba de ser referido acerca dum individuo que tendo morto uma cobra ai por estes sertoes acima e trazendoa para casa com o fim de lhe extrair o figado la para um certo remedio fora na ocasiao mesmo de estar praticando esta operaçao na porta de sua choupana mordido pela cobra macha da que havia morto que sem ele reparar tinha vindo em busca da companheira ate junto dele,0
1829,de repente entre os ramos das arvores seus olhos viram sentada a porta da cabana iracema com o filho no regaço e o cao a brincar,2
1829,japy sai do mato e corre para a porta da cabana,2
1829,seu filho ja dorme embaixo da terra e ele ainda na outra lua cismava na porta de sua cabana esperando a noite que traz o grande sono,2
1829,poty cortou esteios dos troncos da carnauba a filha de araken ligava os leques da palmeira para vestir o teto e as paredes martim cavou a terra com a espada e fabricou a porta das faquias da taquara,0
1829,cauby estava em pe na porta,2
1829,depois cauby passou a porta e sumiuse entre as arvores,2
1829,o vulto de cauby enche o vao da porta suas armas guardam diante dele o espaço de um bote do maracaja vis guerreiros sao aqueles que atacam em bando como os caetetus,2
1829,o grande chefe lança o terrivel salto ja e chegado a porta da cabana e com ele seus valentes guerreiros,2
1829,o velho andou ate a porta para soltar ao vento uma espessa baforada de tabaco quando o fumo a dissipou no ar ele murmurou jurupary se esconda para deixar passar o hospede do page,2
1829,martim esperava na porta da cabana,0
1829,cauby obedeceu a virgem cerrou a porta,2
1829,filho de araken deita na porta da cabana e mais nunca te levantes da terra se um guerreiro passar por cima de teu corpo,0
1829,a porta entretecida dos talos de carnauba foi aberta por fora,0
1829,a virgem partiu cerrando a porta da cabana,2
1829,martim ergueuse e marchou para a porta,2
1829,o page e seu irmao travaram a pratica na porta da cabana,3
1829,cauby estendese de novo na soleira da porta seus olhos adormecem mas seu ouvido vela no sono,2
1830,godinho nao senhor disse entao o senhor presidente neste caso foi o que se passou e se tratou na outra sessao e o que se esta tratando hoje e como o senhor socio veio tarde por esta e a razao de nao esta em dias com o negocio em seguida disse mas o senhor presidente o senhor que nao quiser assinar no livro de porta eu mando marcar como falta e por conseguinte quem quiser assina assine e quem nao quiser nao se assine nunca se fez isto nesta casa a gora e que aparece isto e eu de a cordo com a lei saberei o que devo fazer entretanto pede palavra o socio geraldo e disse senhor presidente eu nao assino o livro de porta enquanto nao fosse,0
1830,depois pede a palavra o senhor socio adao costa querendo saber a razao porque foi empossado o conselho atual na porta da rua pede a palavra o senhor socio caetano de mattos e explica a razao pela qual foi empossado e nega que nao foi empossado na porta da rua e diz que a ata faz explicar pede a palavra pela ordem o senhor socio francisco paraizo pedindo que se mencione na ata que nao foi na porta e sim legalmente como foi explicado pelo,0
1830,mesmo o socio paraizo trocamse diversos apartes senhor presidente requer a ordem continua o socio para izo com uma explicaçao terminando o seu discurso pede o socio a palavra o socio jose cezimbra em apartes da paraizo que o arquivista para poder assumir a responsabilidade do que trata o artigo acima e mister que ele tenha o direito a chave principal que e da porta da rua pede a palavra o relator da comissao acordando com o socio paraizo fazendo uma emenda dizendo que o arquivista so podera abrir a casa com a permissao,0
1830,caso e tambem recolher os orfao que houverem o ficando em poder de suas mae tomando a sociedade medidas a que melhor lhe parecer entao conpir a o senhor presidente com o artigo da lei ate que se reforme os estatutos o presidente atual mandara ler em todas º domingas que houver sessao para inteligencia dos socios e tambem se pregara uma pauta na porta para melhor constar porque quem deixa r de cumprir fica sujeito a multa como ja fica dito acima e ocorre mais outra obrigaçao o conselho que estiver mandara lançar as contas no livro logo que estiverem aprovada pela comissao de contas depois deste trabalho feito pediu palavra o socio manoel francisco e disse senhor presidente peço que mandem ler o artigo lido o dito,0
1830,por hoje disse o senhor presidente a cota e de reis para o escriturario a qual devera principian do º domingo do mes de junho ate que o cofre possa pagar por estar conforme mandou o senhor presidente lavrar a competente ata a que abaixo todos vao assinados e nesta ocasiao declarou o mesmo presidente dizendo aquele senhor que quiser assinar o livro de porta venha assinar e o que nao quiser nao venha signed manoel leonardo fernandez presidente signed manoel salustiano severiano gomes º secretario signed manoel anastacio º dito signed honorato fellipe mangabeira signed manoel francisco dos santos signed joao theadorio da solidade signed frimiano jose frereira signed miquelino da sumcao bahia signed antonio jose bracete signed geraldo jose da conceicao signed joao pereira dos santos godinho,0
1830,dos estatutos depois de lido o citado artigo disse o dito socio senhor presidente acho bom que fiq ue para outra sessao porque hoje tem pouco numero de socios pediu palavra o socio narcizo disse quanto a mim nao a cho bom que se despeça o homem da sociedade melhor sera que vossa senhoria mande pregar os feitos deste socio em uma lista na porta para ele mas nunca o cupar emprego porque enquanto o homem lhe desse o dinheiro para ele entregar na sociedade ninguem viu agora vossa senhoria quer cobrar onde dizer que vossa senhoria quer servir de instrumento e melhor deixar de mao porque ele nao vem ca pois esta envergo nhado respondeu o senhor presidente o senhor diz que ninguem viu tem testemunha que viu,0
1836,um madrileno meu amigo chamado marcelo de corral dizia a outro apontandome este pode ir para onde queiram que e madrileno para a vida o seu coraçao fica para toda a eternidade cravado na terra que o ama debaixo da porta de alcala,0
1836,inutilizar joao franco e justificar o regicidio e abrir a porta a republica,0
1836,se visses o sobressalto com que mando a caixa da porta de cada vez que nela arranha a mao do entregador,0
1836,recuseime dizendo que me estavam considerando uma parteira de duelos e que por pouco que isto continuasse a opiniao publica poderia exigirme que pusesse tabuleta ou tivesse a porta para sinal os meus floretes em cruz,2
1836,jantei como te disse com o luiz de mello no domingo dormi la em um belo quarto num palacio onde so eu fiquei com a porta da casa aberta porque em porto brandao a gente e tao boa que ninguem fecha as portas,2
1836,grande devoçao num publico escolhido porque so pessoas conhecidas entravam na igreja por uma porta do convento,3
1836,ontem com a igreja que e grande apinhada de gente o coro de todas as vozes parecendo fazer um balanço de onda do altarmor ate a porta do fundo era de um efeito inesperado e profundamente comovente pela musica e pela devoçao de toda a gente,3
1836,estive uma hora a porta da igreja do meu patrono sao jose em frente da porta com sete degraus por onde constantemente desciam senhoras,2
1836,da porta da igreja ate o altarmor estao sentados em tamboretes os cavaleiros da ordem,0
1836,hasde lembrar de termos visto ai a porta do fotografo nogueira um retrato que eu sempre cuidei ser da benedicta resende,0
1836,a mim fezme uma enorme impressao a entrada no primeiro andar e a vista da victoria sem marido quislhe dar o recado que tinha para ela da vossa parte so pude dizer a emilia veiome o no a garganta uma nuvem a arder nos olhos e abalei pela porta fora sem falar as irmas nem as cunhadas que estavam presentes nem a ninguem sufocado,2
1836,eu fui ja se sabe para a galinha que nao tinha quartos no hotel mas que me deu uma casa proxima que eu unicamente habitava e de que trazia no bolso a chave da porta da rua,2
1836,uma porta de veludo encarnado abrese,2
1842,character pedro paulo é verdade ficame a porta como estou agora em casa de minha irma,0
1842,deixase estar a porta um pouco para dentro mas de modo que o espectador lhe distingue o vulto,0
1842,sobe os degraus do adro suspendese a porta a conversar com luiz e depois entra,0
1842,a cena conservase em algum tempo deserta vendose apenas a meio o vulto de luiz a porta da igreja,0
1842,mulatinhas da bahia abrese a porta de subito e aparece rodrigo trajando o uniforme de capitao de cavalaria,0
1842,pela porta da igreja sai e entra gente a cada momento,0
1842,indicalhe a porta com um gesto e volta a ocuparse de sua filha,2
1842,jose felix e mariquinhas entram em cena pela porta lateral da esquerda,0
1842,mariquinhas e quem vem atras antes de fechar a porta espreita para fora com atençao depois fechaa com toda a cautela para evitar fazer bulha,0
1842,durante a cena toda ocupase de trabalhos domesticos ao fundo a esquerda voltando de quando em quando a escutar a porta por onde entrou,0
1842,cena vii os mesmos dona thereza depois sucessivamente pedro paulo rodrigo diogo barradas e criadas dona thereza entra alvoroçada pela porta lateral da direita seguemna logo as criadas depois por diferentes portas e com alguns intervalos diogo pedro paulo e rodrigo,0
1842,cena iv mariquinhas e leonor character mariquinhas voltase ao sentir abrir a porta do fundo e ao ver a morgadinha recua com espanto e quase com terror,0
1842,character mariquinhas tremula e colocandose instintivamente diante da porta do quarto de luiz,0
1842,character mariquinhas colocandose resolutamente diante da porta e endireitandose com certa energia,0
1842,cena v os mesmos e luiz character luiz aparecendo a porta do quarto palido e vacilante falando a muito custo e amparandose aos umbrais,0
1842,da um passo para a porta do fundo,0
1842,character luiz quando ele ja esta proximo da porta,0
1842,dirigese para a porta arrebatado e suspendese,2
1842,corre tapando as faces com as maos direito a porta do fundo que se abre de subito e entra mariquinhas correndo cheia de jubilo a boca cheia de riso os olhos cheios de ventura,2
1842,ah primo se me enganasse cena v os mesmos e leonor character luiz vendo leonor que entra pela porta do fundo e afastandose rapidamente de mariquinhas,2
1842,mariquinhas dirigese para a porta do fundo depois volta e diz baixo a leonor mas nao o aflija muito nao,2
1842,mariquinhas sai correndo pela porta do fundo depois de lançar uma ultima vista dolhos para seu primo,2
1842,depois dirigese vagarosamente para a porta lateral da direita sem proferir uma palavra como se quisesse apenas atravessar a sala,2
1842,saia se nao quer indicalhe a porta com um gesto de energica intimativa,2
1842,traça a capa com um gesto elegante e dirigese a porta,0
1842,durante o final do dialogo jose felix forase aproximando da porta encostado ao braço de luiz,3
1842,cena iv os mesmos e luiz character luiz entrando pela porta do fundo que fecha imediatamente,0
1842,vai caminho da porta lateral da direita depois volta e aproximandose gravemente de luiz mostralhe a vela e declama com enfase,0
1842,geme o vento com tristeza ouvese a trovoada mais forte e batem ao mesmo tempo com violencia a porta do fundo,2
1842,character jose felix que foi espreitar a porta,0
1842,bate a porta com mais violencia,0
1842,character luiz irritado e indo abrir a porta,0
1842,porta ao fundo que deita para a estrada,2
1842,porta ao fundo que deita para a estrada,2
1842,cena vii os mesmos e leonardo character leonardo aparece a porta lateral da direita de chambre barrete de dormir candeeiro de tres bicos na mao,0
1842,character leonardo correndo a porta e nao a deixando entrar,0
1842,diogo barradas entrega a bandeja a uma criada que a leva para fora da cena pela porta lateral da esquerda e sai pelo fundo todas,0
1842,character leonor entrando a correr pela porta do fundo e vindo lançarse nos braços de sua mae,0
1842,sai correndo e encontrase a porta do fundo com frei joao ignacio que vem entrando atiralhe com o xale a cabeça e exclama apenas bons dias padremestre,2
1842,abrese a porta do fundo e pedro paulo aparece voltando as costas ao espectador para nao deixar entrar os caes que repele ralhando ao mesmo tempo com os criados que nao se veem,2
1842,à parte é verdade que eu nao me lembrava que ela e homem cena viii os mesmos e mariquinhas character mariquinhas aparecendo a porta lateral da direita a um tempo sobressaltada e timida,0
1842,sai pela porta do fundo depois de ter cumprimentado repeitosamente dona thereza,2
1842,dona thereza interrompese e voltase com espanto para a porta do fundo zangada,2
1842,porta ao fundo portas laterais,1
1842,character leonardo indo abrir a porta,0
1842,character leonardo que apanhou o barrete com um risinho amarelo apenas a morgadinha sai arremete para a porta dizendo a luiz,2
1842,à esquerda para cima da porta lateral um cravo,0
1842,character dona thereza entrando gravemente pela porta lateral da direita e falando com as criadas que a acompanham,0
1842,character leonor entreabrindo a porta da esquerda percorre o camarim com os olhos e vendo luiz,0
1842,sai rindo as gargalhadas pela porta do fundo,2
1842,logo em seguida batem a porta,2
1845,a miseria bate a porta,0
1845,perdoa mas sao eles que de novo vem bater a tua porta com toda a força das suas grossas tabuas,2
1845,o escudo de armas arreado na vespera do alto da porta estava hoje pendurado por um cordel das grades de um postigo resdochao,0
1845,num intervalo em que ela se interrompeu esfalfada dei um salto para o reposteiro varei a porta galguei escadas precipiteime em um fiacre e so parei em casa dos valbom como em um asilo seguro,2
1845,fezme uma pavorosa cena de berros de protestos de imprecaçoes de ganidos de murros na mesa que eu escutei varado atonito de chapeu na mao ora recuando quando ela erguia o punho ameaçador ora dando um passo para a porta em movimento de fuga quando por um instante ela voltava as costas,2
1845,todas as zogadas cheias de mofinas e nicotinas o enfeitiçadas pelos ribulus da negra rosa e escrito nas tabuas como no marmore de moises beberagens estas que estes feiticeiros africanos aprontam que fazem as roinas da mais virtuosa criaturas ficarem discaradas tornase uma local devassa como umas monstras servagens e micelanticas que todas necotinadas reduzem a estas belezas a irem mendigarem o pao de porta em porta so pelo seu sequazes de qualquer cousa construtor fazer ir acabar com os destinos que certos jornalistas comencidos como qualquer cousa pelo pais como sao todos arrebentado que concorrem para todos escandalos,0
1845,title tremamse do castigos de deus como diz o oraculo profetizando a verdade aquela quao virtuosa filha so pela ganancia do ouro que hoje geme nas penurias sem recursos exaustuas de forças anemicas sem nunca pensar da penuria e miserias que hoje ve si nao vier uma mao ocurte de octavio mandada por deus a seu socorro de certo que vem a bater em porta em porta sem de certo ter em nenhuma casa honesta a menor proteçao e por causa desta imensa falta promovida pela sua mae antes da sua hora chegada bater nas portas tao cedo da eternidade comment continua title tremamse do castigos de deus como diz o oraculo profetizando a verdade nasceste debaixo das lezes de moises deves temerse de deus em cedo arrependeres e,0
1856,morreu dom joao dom henrique so pensa no mar alvaro vaz anda as lançadas por ceuta abrese a porta entra berredo,0
1856,alvaro vaz de meia armadura aparece a porta,0
1856,o rei vai a dirigirse a porta,2
1856,a morte começa a baterme a porta da vida,0
1856,a porta abrese,2
1856,pedirme licença para me levantar uma estatua em frente a porta dos estaus,2
1856,sobre os degraus do templo um popular mestre diogo peres alfaiate tenta ler uma carta pegada na ombreira da porta,0
1856,a porta da se abrese repicam os sinos e dentro ouvese cantar de envolta com o orgao a meio do portal o bispo de évora aparece sob o palio ladeado de turiferarios,2
1856,pois abriu serventia interior para uns cubelos de que se apossou juntos a porta de martim moniz armou os criados e pos roldas,0
1876,mas eu nao posso notar estas cousas porque quando em fins do ano de fui agredido a noite em minha casa onde estavam por cumulo de felicidade minha os missionarios capuchinhos frei paulino e frei caetano ao passo que os agressores junto a minha porta vociferavam ameaçavam e tentavam suprimirme o comissario cozido a cerca adjacente a casa envolto na escuridao tomava sua pitada de rape e tapando a cara com seu formidavel lenço de algodao ria ria a bom rir que esperar de tais autoridades,0
1876,porta aberta o justo peca diz a sabedoria dos anexins tao verdadeira neste caso a respeito das naçoes como a respeito dos individuos,0
1881,da porta de escada onde estava escondido galguei sobre ele character belarmina bem sei bem sei apitos o primo foi preso,2
1881,comecei a gostar da prima aos cinco anos aos doze faltava ao colegio para passar a sua porta aos dezessete lembra quando eu ia ao domingo a casa de seu pai o tio vilela com o pretexto de lhe fazer uma capoeira no quintal,2
1881,sai para a cozinha e fecha a porta,2
1881,à porta do f aparece isidoro e o caixeiro do defunto,0
1881,ouvemse umas pancadas leves na porta oposta quem e,2
1881,character dona isaura digolhe isto porque assim que o vi entrar aquela porta logo percebi quem o senhor era um homem serio decente negociante estimado character salasar sempre fui character dona isaura um homem com assento character salasar graças a deus nao e o que me falta,0
1881,mesmo ao pe de ti o tres de espadas caminhos breves nao tarda ai com grandes dinheiros manilha de ouros pela porta da rua character albertina rindo pudera,0
1881,eu em ouvindo bater a porta fujo para o meu quarto,2
1881,desalvorou pela porta fora e ate hoje,2
1881,ouvese bater na porta da rua tres campainhadas,2
1881,indo a uma porta ó jacinta,2
1881,para fora tem a bondade por aqui cena ii dona isaura e salasar character salasar à porta com licença,0
1881,um silencio vem a virar o patim nesta altura albertina safase na ponta dos pes por uma porta do lado oposto,2
1881,cena vi os mesmos e um instante maturino character maturino à porta senhor doutor,2
1881,passoume uma coisa pela ideia pus o meu filho no vao da porta puxei a campainha e fugi fugi corri muito e so parei quando cai no chao como morta morta mesmo pois se eu ja nao tinha a minha vida,2
1881,tive o meu filho de madrugada numa venda do caminho a porta da qual eu tinha ido bater,2
1881,character antonio e dize a sociedade que a repudiou e pos a margem que a castigue por numa noite de desvario ter deixado a porta duma casa onde havia risos de crianças felizes o pranto amargo dum inocente com fome character luiz nao a acusarei,0
1881,uma porta de cada lado,0
1881,ouvese o timbre da porta de entrada,2
1881,lembrome ainda com que tremor me encostava ao teu braço na escada sem luz a comoçao que senti ao entrar a tua porta o pudor que me acometeu quando me tiraste a capa,2
1881,que logo quando cruzes o limiar da tua porta e essa que e a tua esposa te perguntar o que fizeste lhe possa responder a tua consciencia o meu dever,0
1881,character ela entao como um louco tomasteme nos teus braços ele levantase e cingindoa nos braços levaa para porta,2
1881,maturino encaminhase para a porta,2
1881,porta ao fundo de sarja verde com olhais,0
1881,a porta abrese para dentro e entra antonio,2
1881,character antonio quem sabe que enorme desgraça vai entrar naquela porta,0
1881,cena iv os mesmos mais maturino e maria do ó character maturino à porta senhor doutor,0
1881,à saida de um restaurante de paris a porta de um museu de italia junto ao elevador de uma montanha suiça ha sempre ou uma mao estendida a pedir esmola ou criaturas que sofrem enquanto os outros eu por exemplo se divertem ou buscam divertirse,0
1881,sobe a porta ó jacinta abra,2
